LOG1;DATA_HORA
AV.BALTAZAR.DE OLIVEIRA GARCIA;20090114 18:30
R.CONSELHEIRO BRUSQUE;20090114 18:45
R.VICENTE DA FONTOURA;20090114 19:00
R.JOSE DO PATROCINIO;20090114 19:30
AV.CRISTOVAO COLOMBO;20090114 19:50
AV.DO FORTE;20090114 19:50
AV.CRISTOVAO COLOMBO;20090114 20:27
AV.JOAO PESSOA;20090114 20:30
AV.PROTASIO ALVES;20090114 21:05
AV.PLINIO KROEFF;20090114 21:45
R.DINARTE RIBEIRO;20090114 22:35
ESTR.JOAO DE OLIVEIRA REMIAO;20090115 02:05
AV.OTTO NIEMEYER;20090115 03:00
R.AMERICO VESPUCIO;20090115 05:40
R.COMENDADOR.AZEVEDO;20090115 06:10
AV.CRISTOVAO COLOMBO;20090115 08:35
R.CABRAL;20090115 09:20
R.CAIRU;20090115 09:55
AV.IPIRANGA;20090115 10:00
R.DOM PEDRO II;20090115 11:15
R.FREI HENRIQUE GOLLAND TRINDADE O F M;20090115 11:38
AV.GETULIO VARGAS;20090115 11:45
AV.PRINCESA ISABEL;20090115 11:45
AV.PROTASIO ALVES;20090115 12:00
R.VINTE QUATRO DE OUTUBRO;20090115 12:00
R.EDMUNDO BASTIAN;20090115 12:30
AV.MAUA;20090115 12:50
AV.DR.NILO PECANHA;20090115 13:20
AV.BALTAZAR.DE OLIVEIRA GARCIA;20090115 15:00
AV.ASSIS BRASIL;20090115 15:10
R.ANDRE PUENTE;20090115 15:12
AV.PINHEIRO MACHADO;20090115 15:15
AV.IPIRANGA;20090115 15:20
R.DOM JAIME DE BARROS CAMARA;20090115 15:20
AV.A J RENNER;20090115 15:30
AV.PROTASIO ALVES;20090115 15:45
AV.SAO PEDRO;20090115 16:00
AV.OTTO NIEMEYER;20090115 17:25
AV.OTTO NIEMEYER;20090115 17:25
AV.ASSIS BRASIL;20090115 17:25
AV.SERTORIO;20090115 17:47
AV.MAUA;20090115 17:48
R.DR.RAMIRO D'AVILA;20090115 17:50
R.CEL VICENTE;20090115 18:00
R.GUADALAJARA;20090115 18:00
AV.ASSIS BRASIL;20090115 18:02
AV.IPIRANGA;20090115 18:15
AV.ASSIS BRASIL;20090115 18:20
AV.PLINIO BRASIL MILANO;20090115 18:30
AV.BRASIL;20090115 18:30
R.JOSE DE ALENCAR;20090115 18:35
AV.BERNARDINO SILVEIRA PASTORIZA;20090115 18:45
R.JOAO ALFREDO;20090115 19:00
R.VICENTE DA FONTOURA;20090115 19:00
AV.ANTONIO CARVALHO;20090115 19:00
AV.ASSIS BRASIL;20090115 19:15
AV.CEL APARICIO BORGES;20090115 19:16
R.MARCILIO DIAS;20090115 19:20
AV.CEL APARICIO BORGES;20090115 19:30
AV.PROTASIO ALVES;20090115 19:30
AV.CEL APARICIO BORGES;20090115 19:45
AV.MARTIM FELIX BERTA;20090115 19:50
R.ELIAS BOTHOME;20090115 21:00
R.SIQUEIRA CAMPOS;20090115 23:30
AV.DR.CARLOS BARBOSA;20090115 23:30
AV.BENTO GONCALVES;20090116 00:10
R.VICENTE DA FONTOURA;20090116 00:55
AV.FARRAPOS;20090116 02:00
R.JOSE DO PATROCINIO;20090116 05:20
AV.BALTAZAR.DE OLIVEIRA GARCIA;20090116 07:15
AV.SOUZA MELO;20090116 07:30
AV.BENNO MENTZ;20090116 08:00
AV.FRANCISCO SILVEIRA BITENCOURT;20090116 08:15
AV.PROF OSCAR.PEREIRA;20090116 08:35
AV.SERTORIO;20090116 08:45
R.JOSE DE ALENCAR;20090116 09:00
AV.DAS INDUSTRIAS;20090116 09:00
R.TOBIAS DA SILVA;20090116 09:15
R.GEN CALDWELL;20090116 10:00
R.CORCOVADO;20090116 10:00
R.BISCAIA;20090116 10:30
AV.PROTASIO ALVES;20090116 10:50
R.ALVARO CHAVES;20090116 12:00
R.JOSE DO PATROCINIO;20090116 12:01
AV.SAO PEDRO;20090116 12:10
ESTR.JOAO ANTONIO SILVEIRA;20090116 12:15
R.EUDORO BERLINK;20090116 12:30
AV.ASSIS BRASIL;20090116 12:54
AV.BERNARDINO SILVEIRA PASTORIZA;20090116 13:11
AV.NONOAI;20090116 13:15
AV.SERTORIO;20090116 14:50
R.JOSE DO PATROCINIO;20090116 14:55
R.DOS ANDRADAS;20090116 15:00
R.ZEFERINO DIAS;20090116 15:21
AV.ASSIS BRASIL;20090116 15:30
R.ANTONIO CARLOS BERTA;20090116 15:40
R.PROF CRISTIANO FISCHER;20090116 16:08
ESTR.FRANCISCA DE OLIVEIRA VIEIRA;20090116 16:10
AV.JOAO PESSOA;20090116 16:25
AV.FARRAPOS;20090116 16:45
AV.FARRAPOS;20090116 17:00
AV.ASSIS BRASIL;20090116 17:15
AV.CEL LUCAS DE OLIVEIRA;20090116 17:25
AV.LOUREIRO DA SILVA;20090116 17:30
R.LEOPOLDO BIER;20090116 17:30
AV.CEL MARCOS;20090116 17:50
AV.ASSIS BRASIL;20090116 17:50
R.BARAO DO GUAIBA;20090116 17:54
R.DONA MARGARIDA;20090116 17:55
AV.MOAB CALDAS;20090116 18:00
AV.LOUREIRO DA SILVA;20090116 18:00
AV.ITAJAI;20090116 18:05
AV.ERICO VERISSIMO;20090116 18:10
AV.CEL LUCAS DE OLIVEIRA;20090116 18:15
R.HAVANA;20090116 18:20
AV.RODRIGUES DA FONSECA;20090116 18:35
R.DOM LUIZ GUANELLA;20090116 18:40
AV.PRESIDENTE CASTELO BRANCO;20090116 18:56
AV.PROTASIO ALVES;20090116 19:15
AV.ASSIS BRASIL;20090116 19:35
AV.PRESIDENTE CASTELO BRANCO;20090116 19:45
AV.VINTE UM DE ABRIL;20090116 20:40
AV.BENTO GONCALVES;20090116 20:50
ESTR.DA PONTA GROSSA;20090116 21:45
AV.FRANCISCO SILVEIRA BITENCOURT;20090116 23:40
R.JOAO ALFREDO;20090117 02:30
R.G JARDIM PASSO DAS PEDRAS II;20090117 04:00
AV.IPIRANGA;20090117 05:30
AV.GUAIBA;20090117 05:40
AV.EDGAR.PIRES DE CASTRO;20090117 06:00
AV.GETULIO VARGAS;20090117 06:49
ESTR.JOAO DE OLIVEIRA REMIAO;20090117 06:50
AV.BENTO GONCALVES;20090117 09:11
AV.PROF PAULA SOARES;20090117 11:20
R.VICENTE DA FONTOURA;20090117 11:29
R.XAVIER.DA CUNHA;20090117 11:45
AV.BENTO GONCALVES;20090117 11:45
R.VIEIRA DE CASTRO;20090117 11:50
AV.PROTASIO ALVES;20090117 11:55
R.CEL FERNANDO MACHADO;20090117 13:30
AV.BALTAZAR.DE OLIVEIRA GARCIA;20090117 13:45
R.PEDRO IVO;20090117 14:00
R.VOLUNTARIOS DA PATRIA;20090117 14:25
R.DONA MARGARIDA;20090117 15:10
AV.BENJAMIN CONSTANT;20090117 15:30
AV.FARRAPOS;20090117 16:05
AV.IPIRANGA;20090117 16:15
AV.PROTASIO ALVES;20090117 17:05
AV.EDVALDO PEREIRA PAIVA;20090117 18:00
R.ENG COELHO PARREIRA;20090117 19:10
AV.OTTO NIEMEYER;20090117 19:35
R.EUDORO BERLINK;20090118 02:00
R.OLIVEIRA LOPES;20090118 02:05
R.SEIS DE NOVEMBRO;20090118 02:30
AV.ASSIS BRASIL;20090118 02:50
AV.PROTASIO ALVES;20090118 07:45
AV.IPIRANGA;20090118 08:04
AV.BENTO GONCALVES;20090118 08:30
AV.BERNARDINO SILVEIRA DE AMORIM;20090118 10:30
R.ELIZA TEVAH;20090118 11:50
R.FELIPE CAMARAO;20090118 16:30
ESTR.JOAO ANTONIO SILVEIRA;20090118 16:50
AV.BORGES DE MEDEIROS;20090118 16:55
R.SAO LUIZ;20090118 18:00
AV.DIARIO DE NOTICIAS;20090118 19:00
AV.BERNARDINO SILVEIRA DE AMORIM;20090118 21:17
AV.LUIZ MOSCHETTI;20090118 21:20
AV.PADRE CACIQUE;20090118 22:45
AV.INDEPENDENCIA;20090118 23:15
AV.BENTO GONCALVES;20090118 23:20
AV.PADRE CACIQUE;20090119 00:35
AV.MONTE CRISTO;20090119 01:05
R.DEMETRIO RIBEIRO;20090119 01:30
AV.IPIRANGA;20090119 05:15
R.VISCONDE DO HERVAL;20090119 06:30
AV.IPIRANGA;20090119 06:30
AV.PROTASIO ALVES;20090119 06:45
R.BARAO DO GUAIBA;20090119 08:00
PCA PRINCESA ISABEL;20090119 08:10
R.CAIRU;20090119 08:15
AV.AUGUSTO MEYER;20090119 08:20
R.SEIS VILA MATO SAMPAIO;20090119 08:45
R.COSTA;20090119 09:20
R.CASEMIRO DE ABREU;20090119 09:20
AV.SERTORIO;20090119 09:20
R.IRMAO JOSE OTAO;20090119 09:30
AV.CRISTOVAO COLOMBO;20090119 09:30
R.SERGIO JUNGBLUT DIETERICH;20090119 09:40
AV.CRUZ ALTA;20090119 09:49
ESTR.SAO FRANCISCO;20090119 10:30
AV.AMYNTHAS JACQUES DE MORAES;20090119 10:40
R.LUZITANA;20090119 10:46
R.SENHOR.DOS PASSOS;20090119 10:50
AV.VICENTE MONTEGGIA;20090119 11:08
AV.SAO PEDRO;20090119 11:10
R.CALDAS JUNIOR;20090119 11:20
R.JOSE DE ALENCAR;20090119 11:25
R.VICENTE DA FONTOURA;20090119 11:30
AV.DR.NILO PECANHA;20090119 11:30
AV.SATURNINO DE BRITO;20090119 11:30
AV.ASSIS BRASIL;20090119 11:30
AV.BALTAZAR.DE OLIVEIRA GARCIA;20090119 11:30
R.DOS ANDRADAS;20090119 11:40
R.RAMIRO BARCELOS;20090119 12:00
R.CASTRO ALVES;20090119 12:00
AV.PROTASIO ALVES;20090119 12:35
AV.ASSIS BRASIL;20090119 12:35
R.EUDORO BERLINK;20090119 12:44
AV.ASSIS BRASIL;20090119 12:45
R.DO PARQUE;20090119 12:55
AV.DA CAVALHADA;20090119 13:05
AV.BORGES DE MEDEIROS;20090119 13:15
AV.JULIO DE CASTILHOS;20090119 13:15
R.DA CONCEICAO;20090119 13:15
AV.DR.NILO PECANHA;20090119 13:17
AV.PRESIDENTE FRANKLIN ROOSEVELT;20090119 13:30
AV.GOETHE;20090119 13:42
AV.MAUA;20090119 14:00
AV.GOETHE;20090119 14:00
AV.CRISTOVAO COLOMBO;20090119 14:00
AV.DA CAVALHADA;20090119 14:05
AV.OSVALDO ARANHA;20090119 14:20
AV.PROTASIO ALVES;20090119 14:25
R.PEDRO CHAVES BARCELOS;20090119 14:40
R.GOMES DE FREITAS;20090119 15:05
AV.ASSIS BRASIL;20090119 15:20
R.DR.CAMPOS VELHO;20090119 16:00
AV.IPIRANGA;20090119 16:10
R.EUDORO BERLINK;20090119 16:10
AV.LAGEADO;20090119 16:10
R.DOMINGOS RUBBO;20090119 16:20
R.PAULINO CHAVES;20090119 16:45
R.TEN CEL FABRICIO PILAR;20090119 16:45
AV.MAUA;20090119 17:00
AV.BENTO GONCALVES;20090119 18:00
R.MOSTARDEIRO;20090119 18:15
AV.VENANCIO AIRES;20090119 18:25
R.BARAO DO COTEGIPE;20090119 18:30
R.DONA EUGENIA;20090119 19:05
AV.IJUI;20090119 19:30
AV.EDUARDO PRADO;20090119 20:40
R.CAIRU;20090119 21:00
R.VASCO DA GAMA;20090119 21:10
R.LANDEL DE MOURA;20090119 22:10
R.CEL JOAO CORREA;20090119 23:00
AV.DAS INDUSTRIAS;20090120 06:40
AV.EDGAR.PIRES DE CASTRO;20090120 07:10
AV.BENTO GONCALVES;20090120 07:25
AV.AURELIANO DE FIGUEIREDO PINTO;20090120 08:02
AV.SEVERO DULLIUS;20090120 08:10
AV.BENTO GONCALVES;20090120 08:20
AV.ASSIS BRASIL;20090120 08:25
AV.ALBERTO BINS;20090120 10:20
AV.COPACABANA;20090120 10:40
R.SILVEIRO;20090120 10:40
AV.BORGES DE MEDEIROS;20090120 10:40
AV.DR.NILO PECANHA;20090120 11:00
R.COLISEU;20090120 11:30
AV.BENTO GONCALVES;20090120 11:30
AV.IPIRANGA;20090120 11:30
ESTR.JOAO ANTONIO SILVEIRA;20090120 12:00
R.ORFANOTROFIO;20090120 12:00
AV.SENADOR.TARSO DUTRA;20090120 12:20
AV.IPIRANGA;20090120 12:50
R.GEN LIMA E SILVA;20090120 12:58
AV.GEN GOMES CARNEIRO;20090120 13:00
AV.ASSIS BRASIL;20090120 13:10
R.DA CONCEICAO;20090120 13:20
R.MOSTARDEIRO;20090120 13:50
R.VICENTE DA FONTOURA;20090120 14:00
R.BENTO FIGUEIREDO;20090120 14:10
PCA JULIO DE CASTILHOS;20090120 14:30
R.VOLUNTARIOS DA PATRIA;20090120 14:50
R.BARBEDO;20090120 14:55
AV.IPIRANGA;20090120 15:00
AV.SERTORIO;20090120 15:00
AV.EDUARDO PRADO;20090120 15:30
AV.DA CAVALHADA;20090120 15:35
AV.PROTASIO ALVES;20090120 16:00
AV.DOS ESTADOS;20090120 16:00
AV.IPIRANGA;20090120 16:05
AV.CRISTOVAO COLOMBO;20090120 16:12
AV.PROF OSCAR.PEREIRA;20090120 16:15
R.MOSTARDEIRO;20090120 16:15
PCA PRINCESA ISABEL;20090120 16:20
AV.PARANA;20090120 16:30
AV.FERNANDO FERRARI;20090120 16:30
ESTR.JOAO ANTONIO SILVEIRA;20090120 16:30
R.ANCHIETA;20090120 16:35
AV.ASSIS BRASIL;20090120 16:35
AV.POLONIA;20090120 17:00
AV.BERNARDINO SILVEIRA DE AMORIM;20090120 17:10
AV.BRINO;20090120 17:15
R.FLORINHA;20090120 17:30
AV.CRISTOVAO COLOMBO;20090120 17:30
R.JOSE DE ALENCAR;20090120 17:35
AV.IPIRANGA;20090120 17:35
AV.PERNAMBUCO;20090120 17:45
AV.CRISTOVAO COLOMBO;20090120 18:00
AV.SERTORIO;20090120 18:07
R.CANCIO GOMES;20090120 18:15
R.AMERICO VESPUCIO;20090120 18:15
AV.BALTAZAR.DE OLIVEIRA GARCIA;20090120 18:15
AV.SERTORIO;20090120 18:22
R.MAJOR.PM ANTONIO POMPILIO DA FONSECA;20090120 18:30
AV.PRINCESA ISABEL;20090120 18:50
AV.MONTREAL;20090120 18:50
AV.BENTO GONCALVES;20090120 18:55
R.MUCIO TEIXEIRA;20090120 19:00
R.DR.FLORES;20090120 19:15
AV.MANOEL ELIAS;20090120 19:40
AV.IPIRANGA;20090120 19:45
AV.NONOAI;20090120 20:40
R.RIACHUELO;20090120 21:00
AV.PADRE CACIQUE;20090120 21:45
ESTR.COSTA GAMA;20090120 22:40
R.LUZITANA;20090120 23:30
AV.ITAQUI;20090120 23:50
AV.WENCESLAU ESCOBAR;20090121 02:00
AV.DA SERRARIA;20090121 02:20
AV.PLINIO BRASIL MILANO;20090121 03:15
AV.IPIRANGA;20090121 07:20
AV.EDVALDO PEREIRA PAIVA;20090121 07:37
AV.ASSIS BRASIL;20090121 08:08
R.GEN TELINO CHAGASTELLES;20090121 08:50
AV.OSVALDO ARANHA;20090121 09:00
AV.PLINIO BRASIL MILANO;20090121 09:00
AV.JULIO DE CASTILHOS;20090121 09:05
R.DR.JOAO INACIO;20090121 09:30
AV.GOETHE;20090121 09:37
AV.CEL GASTAO HASLOCHER.MAZERON;20090121 10:00
R.GUILHERME ALVES;20090121 10:15
AV.BENTO GONCALVES;20090121 10:30
AV.BENTO GONCALVES;20090121 10:30
R.MARCELO GAMA;20090121 10:30
R.ASCENCAO;20090121 10:35
R.GEN LIMA E SILVA;20090121 10:40
R.MARQUES DO POMBAL;20090121 10:40
R.CARLOS VON KOSERITZ;20090121 10:45
AV.LOUREIRO DA SILVA;20090121 10:50
AV.ASSIS BRASIL;20090121 11:01
AV.DR.CARLOS BARBOSA;20090121 11:07
AV.PROTASIO ALVES;20090121 11:15
AV.FRANCISCO SILVEIRA BITENCOURT;20090121 11:30
AV.VICENTE MONTEGGIA;20090121 11:45
R.DR.FLORES;20090121 11:50
AV.BAGE;20090121 12:00
AV.SERTORIO;20090121 12:20
R.SAMPAULO;20090121 13:05
AV.BAGE;20090121 13:45
AV.LOUREIRO DA SILVA;20090121 15:05
AV.IPIRANGA;20090121 15:20
AV.PLINIO BRASIL MILANO;20090121 15:30
R.GREGOR.MENDEL;20090121 15:40
AV.PROTASIO ALVES;20090121 15:52
AV.SEVERO DULLIUS;20090121 16:00
R.JOSE DE ALENCAR;20090121 16:05
AV.JULIO DE CASTILHOS;20090121 16:05
AV.IPIRANGA;20090121 16:40
AV.PROTASIO ALVES;20090121 17:00
R.FILADELFIA;20090121 17:05
R.TIRADENTES;20090121 18:05
AV.PROTASIO ALVES;20090121 18:10
R.BARAO DO AMAZONAS;20090121 18:40
R.PEREIRA FRANCO;20090121 18:40
AV.FARRAPOS;20090121 18:40
R.DR.CASTRO DE MENEZES;20090121 18:45
R.SEPE TIARAJU;20090121 18:50
AV.DR.NILO PECANHA;20090121 18:50
AV.SERTORIO;20090121 18:50
R.DONA MALVINA;20090121 19:05
AV.BORGES DE MEDEIROS;20090121 19:25
AV.IPIRANGA;20090121 20:00
AV.PROF OSCAR.PEREIRA;20090121 20:10
R.ANITA GARIBALDI;20090121 22:15
ESTR.OTAVIANO JOSE PINTO;20090121 22:30
AV.OSVALDO ARANHA;20090121 23:40
R.RIACHUELO;20090122 00:20
AV.ANTONIO CARVALHO;20090122 00:20
R.DR.SALVADOR.FRANCA;20090122 02:30
AV.ERNESTO NEUGEBAUER;20090122 04:10
AV.CRISTOVAO COLOMBO;20090122 07:50
AV.DR.NILO PECANHA;20090122 08:10
AV.MAUA;20090122 09:00
R.RAMIRO BARCELOS;20090122 09:00
AV.CRISTOVAO COLOMBO;20090122 09:00
AV.SERTORIO;20090122 09:20
PCA ALBERTO RAMOS;20090122 09:21
AV.ASSIS BRASIL;20090122 10:11
R.VICENTE DA FONTOURA;20090122 10:27
AV.ASSIS BRASIL;20090122 10:30
R.DONA LAURA;20090122 10:40
R.CEL BORDINI;20090122 10:55
AV.BENTO GONCALVES;20090122 11:20
R.JOSE ANTONIO ARANHA;20090122 11:20
AV.IPIRANGA;20090122 11:40
AV.CRISTOVAO COLOMBO;20090122 11:50
AV.SERTORIO;20090122 12:00
R.SENHOR.DO BOM FIM;20090122 12:40
AV.OSVALDO ARANHA;20090122 13:21
PCA DOM SEBASTIAO;20090122 13:40
R.VICENTE DA FONTOURA;20090122 13:40
AV.PROTASIO ALVES;20090122 13:50
ESTR.ANTONIO SEVERINO;20090122 13:55
R.OSWALDO PEREIRA DE FREITAS;20090122 14:00
R.GONCALO DE CARVALHO;20090122 14:10
AV.AURELIANO DE FIGUEIREDO PINTO;20090122 14:30
AV.POLONIA;20090122 14:30
R.VINTE QUATRO DE OUTUBRO;20090122 14:55
R.ARTUR.ROCHA;20090122 15:00
R.TEN ARY TARRAGO;20090122 15:00
AV.DA CAVALHADA;20090122 15:10
AV.DA AZENHA;20090122 15:30
AV.INDEPENDENCIA;20090122 15:45
AV.BENTO GONCALVES;20090122 15:50
AV.PROTASIO ALVES;20090122 16:00
AV.ASSIS BRASIL;20090122 16:00
AV.PERNAMBUCO;20090122 16:20
R.VINTE CINCO DE FEVEREIRO;20090122 16:45
AV.PROTASIO ALVES;20090122 16:55
R.VISCONDE DO RIO BRANCO;20090122 17:00
AV.PINHEIRO BORDA;20090122 17:19
AV.FARRAPOS;20090122 17:35
R.JOSE LUIZ MARTINS COSTA;20090122 17:40
AV.LOUREIRO DA SILVA;20090122 18:10
AV.DR.NILO PECANHA;20090122 18:30
AV.ASSIS BRASIL;20090122 18:30
AV.IPIRANGA;20090122 19:00
R.CARLOS HUBER;20090122 19:00
AV.CEARA;20090122 19:00
AV.BERNARDINO SILVEIRA DE AMORIM;20090122 19:00
AV.ASSIS BRASIL;20090122 19:30
AV.OSVALDO ARANHA;20090122 20:45
R.VALPARAISO;20090122 21:20
AV.BALTAZAR.DE OLIVEIRA GARCIA;20090122 23:40
AV.PROF OSCAR.PEREIRA;20090123 00:45
R.TEN ARY TARRAGO;20090123 03:30
AV.SAO PEDRO;20090123 04:20
AV.PLINIO BRASIL MILANO;20090123 04:45
AV.CRISTOVAO COLOMBO;20090123 06:25
AV.JUCA BATISTA;20090123 07:00
AV.CEL APARICIO BORGES;20090123 07:45
AV.FARRAPOS;20090123 07:46
R.FERNANDO ABBOTT;20090123 08:00
R.FELIPE DE OLIVEIRA;20090123 08:50
R.DR.CAMPOS VELHO;20090123 09:00
AV.ASSIS BRASIL;20090123 09:07
AV.PROF OSCAR.PEREIRA;20090123 09:15
AV.FARRAPOS;20090123 09:20
R.CAIRU;20090123 09:30
R.JERONIMO COELHO;20090123 09:40
R.MOURA AZEVEDO;20090123 09:40
AV.IPIRANGA;20090123 10:00
AV.IPE;20090123 10:00
R.JOSE DE ALENCAR;20090123 10:16
R.RIACHUELO;20090123 10:20
AV.VENANCIO AIRES;20090123 10:20
R.CAIRU;20090123 10:45
R.FELICISSIMO DE AZEVEDO;20090123 10:47
AV.OTTO NIEMEYER;20090123 10:55
AV.PROTASIO ALVES;20090123 11:00
AV.ASSIS BRASIL;20090123 11:00
AV.FARRAPOS;20090123 11:30
R.SANTO ANTONIO;20090123 11:50
AV.JULIO DE CASTILHOS;20090123 12:20
R.BANCO INGLES;20090123 13:50
R.RAMIRO BARCELOS;20090123 14:00
R.VINTE QUATRO DE OUTUBRO;20090123 14:45
R.ENG ANTONIO CARLOS TIBIRICA;20090123 14:45
R.MOSTARDEIRO;20090123 15:10
R.CAIRU;20090123 15:30
AV.FARRAPOS;20090123 16:00
R.PINARE;20090123 16:10
R.CEL NEVES;20090123 16:15
R.RIACHUELO;20090123 16:30
R.CEL NEVES;20090123 16:30
AV.MANOEL ELIAS;20090123 16:45
R.CABRAL;20090123 16:50
R.VOLUNTARIOS DA PATRIA;20090123 16:50
R.GARIBALDI;20090123 17:20
AV.CEL GASTAO HASLOCHER.MAZERON;20090123 17:30
AV.SERAFIM MACHADO;20090123 17:40
AV.SATURNINO DE BRITO;20090123 17:45
R.CEL FERNANDO MACHADO;20090123 17:50
AV.BENTO GONCALVES;20090123 17:50
AV.BENJAMIN CONSTANT;20090123 17:55
AV.BERNARDINO SILVEIRA DE AMORIM;20090123 18:45
AV.ANTONIO CARVALHO;20090123 19:00
R.BARAO DO CERRO LARGO;20090123 19:10
AV.CRISTOVAO COLOMBO;20090123 19:15
AV.JOAO PESSOA;20090123 20:30
R.DONA ALZIRA;20090123 21:40
R.MIGUEL COUTO;20090123 22:00
R.BARAO DO AMAZONAS;20090123 22:25
AV.SERTORIO;20090123 23:45
PCA ARGENTINA;20090124 00:20
R.GEN LIMA E SILVA;20090124 01:10
AV.GUAPORE;20090124 02:30
AV.BALTAZAR.DE OLIVEIRA GARCIA;20090124 03:50
R.GEN LIMA E SILVA;20090124 05:15
AV.JOAO PESSOA;20090124 06:05
AV.IPIRANGA;20090124 08:43
AV.SERTORIO;20090124 08:45
AV.JOAO ANTONIO LOPES;20090124 09:00
AV.WENCESLAU ESCOBAR;20090124 09:45
AV.PRESIDENTE CASTELO BRANCO;20090124 10:11
R.UMBU;20090124 10:23
AV.PADRE CACIQUE;20090124 10:30
AV.SENADOR.TARSO DUTRA;20090124 11:30
AV.CEARA;20090124 11:30
AV.DR.NILO PECANHA;20090124 11:45
R.LIBIA;20090124 11:50
AV.TERESOPOLIS;20090124 12:30
AV.EDVALDO PEREIRA PAIVA;20090124 13:00
AV.DA AZENHA;20090124 13:05
R.JOSE HUBERTO BRONCA;20090124 13:50
AV.ASSIS BRASIL;20090124 14:10
AV.NONOAI;20090124 14:40
R.VINTE SEIS DE DEZEMBRO;20090124 15:10
R.DOM PEDRO II;20090124 15:10
R.ENG LUIZ ENGLERT;20090124 15:32
AV.SERTORIO;20090124 16:30
AV.IPIRANGA;20090124 16:35
R.LUZITANA;20090124 16:40
AV.DIARIO DE NOTICIAS;20090124 17:00
AV.PROTASIO ALVES;20090124 17:00
AV.FRANCISCO SILVEIRA BITENCOURT;20090124 17:15
AV.SATURNINO DE BRITO;20090124 17:35
AV.DA AZENHA;20090124 18:10
R.FREDERICO ETZBERGER;20090124 18:20
AV.ERICO VERISSIMO;20090124 18:33
AV.EDVALDO PEREIRA PAIVA;20090124 18:40
AV.OSVALDO ARANHA;20090124 19:00
AV.LOUREIRO DA SILVA;20090124 21:10
R.VINTE QUATRO DE OUTUBRO;20090124 21:30
AV.ASSIS BRASIL;20090124 23:00
AV.BALTAZAR.DE OLIVEIRA GARCIA;20090124 23:38
AV.BORGES DE MEDEIROS;20090125 00:20
R.ITABORAI;20090125 02:02
AV.SATURNINO DE BRITO;20090125 05:00
AV.PROTASIO ALVES;20090125 05:08
AV.IPIRANGA;20090125 07:00
R.QUINTINO BOCAIUVA;20090125 11:10
AV.SERTORIO;20090125 11:20
AV.SERTORIO;20090125 11:40
R.DA CONCEICAO;20090125 11:50
AV.PROTASIO ALVES;20090125 13:10
AV.DR.WALTER.SO JOBIM;20090125 13:10
AV.BENTO GONCALVES;20090125 13:40
AV.PROTASIO ALVES;20090125 13:40
AV.PROF OSCAR.PEREIRA;20090125 18:50
AV.PLINIO KROEFF;20090125 20:10
AV.BALTAZAR.DE OLIVEIRA GARCIA;20090125 23:35
AV.PROTASIO ALVES;20090126 04:00
R.MOSTARDEIRO;20090126 06:50
AV.PLINIO KROEFF;20090126 07:30
AV.BENTO GONCALVES;20090126 07:45
AV.JUSCELINO KUBITSCHEK DE OLIVEIRA;20090126 07:55
AV.BENTO GONCALVES;20090126 08:15
AV.PROF OSCAR.PEREIRA;20090126 09:00
AV.ASSIS BRASIL;20090126 09:03
AV.ASSIS BRASIL;20090126 09:18
AV.JOAO WALLIG;20090126 09:30
AV.BENJAMIN CONSTANT;20090126 10:00
AV.IPIRANGA;20090126 10:10
R.VISCONDE DE PELOTAS;20090126 10:15
AV.CRISTOVAO COLOMBO;20090126 10:20
AV.OTTO NIEMEYER;20090126 10:25
R.CEL VICENTE;20090126 10:35
AV.BASTIAN;20090126 11:00
R.VINTE QUATRO DE OUTUBRO;20090126 11:12
R.WASHINGTON LUIZ;20090126 11:45
AV.JOAO WALLIG;20090126 11:55
R.MUCIO TEIXEIRA;20090126 12:10
AV.BALTAZAR.DE OLIVEIRA GARCIA;20090126 12:10
AV.JOAO PESSOA;20090126 13:00
R.SARMENTO LEITE;20090126 13:38
R.JOAQUIM SILVEIRA;20090126 13:50
AV.CLOVIS PAIM GRIVOT;20090126 13:58
AV.NONOAI;20090126 14:08
R.PEDRO IVO;20090126 14:30
AV.SERTORIO;20090126 14:37
AV.DA AZENHA;20090126 14:45
R.BARAO DO AMAZONAS;20090126 14:45
AV.SERTORIO;20090126 14:45
R.MARIANTE;20090126 14:50
R.FELIZARDO;20090126 15:00
AV.FRANCA;20090126 15:00
AV.DA CAVALHADA;20090126 15:05
R.JARDIM CAMAQUA;20090126 15:14
R.MOSTARDEIRO;20090126 15:20
R.DR.FLORES;20090126 15:35
AV.ASSIS BRASIL;20090126 15:38
R.SEIS DE NOVEMBRO;20090126 15:55
R.COSTA;20090126 16:00
AV.PADRE CACIQUE;20090126 16:25
AV.IPIRANGA;20090126 16:35
AV.ASSIS BRASIL;20090126 16:40
R.ENES BANDEIRA;20090126 16:42
R.DR.CAMPOS VELHO;20090126 16:45
AV.SENADOR.TARSO DUTRA;20090126 16:45
ESTR.ARACAJU;20090126 17:00
AV.CRISTOVAO COLOMBO;20090126 17:00
R.ERECHIM;20090126 17:05
ESTR.JOAO PASSUELO;20090126 17:05
R.MOURA AZEVEDO;20090126 17:10
AV.DR.NILO PECANHA;20090126 17:15
AV.JOAO OBINO;20090126 17:20
AV.DR.CARLOS BARBOSA;20090126 17:30
AV.PROTASIO ALVES;20090126 17:35
AV.PROTASIO ALVES;20090126 18:10
R.LUCIANA DE ABREU;20090126 18:20
AV.MARILAND;20090126 18:30
